"","common","sciname","status_scale","status","score","rgn_id","rgn_name","iucn_sid"
"312","double crested cormorant","Phalacrocorax auritus","MA","S3B,S5N",0.4,8,"Massachusetts-Virginian",NA
"313","double crested cormorant","Phalacrocorax auritus","RI","S2B",0.6,11,"Rhode Island",NA
"314","double crested cormorant","Phalacrocorax auritus",NA,NA,0,4,"Mid-Atlantic Bight",NA
"315","double crested cormorant","Phalacrocorax auritus","NY","S3",0.4,10,"New York",NA
"316","double crested cormorant","Phalacrocorax auritus",NA,NA,0,1,"Offshore",NA
"317","dovekie","Alle alle",NA,NA,0.6,3,"Gulf of Maine",NA
"318","dovekie","Alle alle",NA,NA,0.6,2,"Georges Bank",NA
"319","dovekie","Alle alle","MA","S3N",0.4,7,"Massachusetts-Gulf of Maine",NA
"320","dovekie","Alle alle","MA","S3N",0.4,8,"Massachusetts-Virginian",NA
"321","dovekie","Alle alle","RI","N2B",0.6,11,"Rhode Island",NA
"322","dovekie","Alle alle",NA,NA,0.6,4,"Mid-Atlantic Bight",NA
"323","dovekie","Alle alle",NA,NA,0.6,1,"Offshore",NA
"324","fin whale","Balaenoptera physalus",NA,NA,0.6,3,"Gulf of Maine",NA
"325","fin whale","Balaenoptera physalus","MA","S2",0.6,7,"Massachusetts-Gulf of Maine",NA
"326","fin whale","Balaenoptera physalus","MA","S2",0.6,8,"Massachusetts-Virginian",NA
"327","fin whale","Balaenoptera physalus","RI","N2",0.6,11,"Rhode Island",NA
"328","fin whale","Balaenoptera physalus",NA,NA,0.6,4,"Mid-Atlantic Bight",NA
"329","fourspot flounder","Hippoglossina oblonga",NA,NA,NA,3,"Gulf of Maine",NA
"330","fourspot flounder","Hippoglossina oblonga",NA,NA,NA,6,"Maine",NA
"331","fourspot flounder","Hippoglossina oblonga",NA,NA,NA,9,"New Hampshire",NA
"332","fourspot flounder","Hippoglossina oblonga",NA,NA,NA,2,"Georges Bank",NA
"333","fourspot flounder","Hippoglossina oblonga",NA,NA,NA,7,"Massachusetts-Gulf of Maine",NA
"334","fourspot flounder","Hippoglossina oblonga",NA,NA,NA,1,"Offshore",NA
"335","fourspot flounder","Hippoglossina oblonga",NA,NA,NA,11,"Rhode Island",NA
"336","fourspot flounder","Hippoglossina oblonga",NA,NA,NA,8,"Massachusetts-Virginian",NA
"337","fourspot flounder","Hippoglossina oblonga",NA,NA,NA,4,"Mid-Atlantic Bight",NA
"338","fourspot flounder","Hippoglossina oblonga",NA,NA,NA,10,"New York",NA
"339","gervais beaked whale","Mesoplodon europaeus",NA,NA,0.6,3,"Gulf of Maine",NA
"340","gervais beaked whale","Mesoplodon europaeus",NA,NA,0.6,2,"Georges Bank",NA
"341","gervais beaked whale","Mesoplodon europaeus",NA,NA,0.6,7,"Massachusetts-Gulf of Maine",NA
"342","gervais beaked whale","Mesoplodon europaeus",NA,NA,0.6,8,"Massachusetts-Virginian",NA
"343","gervais beaked whale","Mesoplodon europaeus",NA,NA,0.6,4,"Mid-Atlantic Bight",NA
"344","gervais beaked whale","Mesoplodon europaeus",NA,NA,0.6,1,"Offshore",NA
"345","goosefish","Lophius americanus",NA,NA,0,3,"Gulf of Maine",NA
"346","goosefish","Lophius americanus",NA,NA,0,6,"Maine",NA
"347","goosefish","Lophius americanus",NA,NA,0,9,"New Hampshire",NA
"348","goosefish","Lophius americanus",NA,NA,0,2,"Georges Bank",NA
"349","goosefish","Lophius americanus",NA,NA,0,7,"Massachusetts-Gulf of Maine",NA
"350","goosefish","Lophius americanus",NA,NA,0,1,"Offshore",NA
"351","goosefish","Lophius americanus",NA,NA,0,4,"Mid-Atlantic Bight",NA
"352","goosefish","Lophius americanus",NA,NA,0,8,"Massachusetts-Virginian",NA
"353","goosefish","Lophius americanus","RI","N5",0,11,"Rhode Island",NA
"354","goosefish","Lophius americanus","NY","N5",0,10,"New York",NA
"355","great black backed gull","Larus marinus",NA,NA,0,3,"Gulf of Maine",NA
"356","great black backed gull","Larus marinus",NA,NA,0,2,"Georges Bank",NA
"357","great black backed gull","Larus marinus","MA","S3S4B,S5N",0.3,7,"Massachusetts-Gulf of Maine",NA
"358","great black backed gull","Larus marinus","MA","S3S4B,S5N",0.3,8,"Massachusetts-Virginian",NA
"359","great black backed gull","Larus marinus","RI","S2B",0.6,11,"Rhode Island",NA
"360","great black backed gull","Larus marinus",NA,NA,0,4,"Mid-Atlantic Bight",NA
"361","great black backed gull","Larus marinus","NY","S4",0.2,10,"New York",NA
"362","great black backed gull","Larus marinus",NA,NA,0,1,"Offshore",NA
"363","great shearwater","Ardenna gravis",NA,NA,0,3,"Gulf of Maine",NA
"364","great shearwater","Ardenna gravis",NA,NA,0,2,"Georges Bank",NA
"365","great shearwater","Ardenna gravis","MA","S5N",0,7,"Massachusetts-Gulf of Maine",NA
"366","great shearwater","Ardenna gravis","MA","S5N",0,8,"Massachusetts-Virginian",NA
"367","great shearwater","Ardenna gravis","RI","N5N",0,11,"Rhode Island",NA
"368","great shearwater","Ardenna gravis",NA,NA,0,4,"Mid-Atlantic Bight",NA
"369","great shearwater","Ardenna gravis",NA,NA,0,1,"Offshore",NA
"370","great skua","Stercorarius skua",NA,NA,0,3,"Gulf of Maine",NA
"371","great skua","Stercorarius skua",NA,NA,0,2,"Georges Bank",NA
"372","great skua","Stercorarius skua","MA","S1N",0.8,7,"Massachusetts-Gulf of Maine",NA
"373","great skua","Stercorarius skua","MA","S1N",0.8,8,"Massachusetts-Virginian",NA
"374","great skua","Stercorarius skua",NA,NA,0,4,"Mid-Atlantic Bight",NA
"375","great skua","Stercorarius skua",NA,NA,0,1,"Offshore",NA
"376","gulf stream flounder","Citharichthys arctifrons",NA,NA,NA,3,"Gulf of Maine",NA
"377","gulf stream flounder","Citharichthys arctifrons",NA,NA,NA,2,"Georges Bank",NA
"378","gulf stream flounder","Citharichthys arctifrons",NA,NA,NA,1,"Offshore",NA
"379","gulf stream flounder","Citharichthys arctifrons","RI","NNR",NA,11,"Rhode Island",NA
"380","gulf stream flounder","Citharichthys arctifrons",NA,NA,NA,8,"Massachusetts-Virginian",NA
"381","gulf stream flounder","Citharichthys arctifrons",NA,NA,NA,4,"Mid-Atlantic Bight",NA
"382","gulf stream flounder","Citharichthys arctifrons","NY","NNR",NA,10,"New York",NA
"383","haddock","Melanogrammus aeglefinus",NA,NA,0.4,3,"Gulf of Maine",NA
"384","haddock","Melanogrammus aeglefinus",NA,NA,0.4,6,"Maine",NA
"385","haddock","Melanogrammus aeglefinus",NA,NA,0.4,9,"New Hampshire",NA
"386","haddock","Melanogrammus aeglefinus",NA,NA,0.4,2,"Georges Bank",NA
"387","haddock","Melanogrammus aeglefinus",NA,NA,0.4,7,"Massachusetts-Gulf of Maine",NA
"388","haddock","Melanogrammus aeglefinus",NA,NA,0.4,1,"Offshore",NA
"389","haddock","Melanogrammus aeglefinus",NA,NA,0.4,4,"Mid-Atlantic Bight",NA
"390","harbor porpoise","Phocoena phocoena",NA,NA,0.1,3,"Gulf of Maine",NA
"391","harbor porpoise","Phocoena phocoena","MA","S4",0.2,7,"Massachusetts-Gulf of Maine",NA
"392","harbor porpoise","Phocoena phocoena",NA,NA,0.1,11,"Rhode Island",NA
"393","herring gull","Larus smithsonianus",NA,NA,NA,3,"Gulf of Maine",NA
"394","herring gull","Larus smithsonianus",NA,NA,NA,2,"Georges Bank",NA
"395","herring gull","Larus smithsonianus",NA,NA,NA,7,"Massachusetts-Gulf of Maine",NA
"396","herring gull","Larus smithsonianus",NA,NA,NA,8,"Massachusetts-Virginian",NA
"397","herring gull","Larus smithsonianus",NA,NA,NA,11,"Rhode Island",NA
"398","herring gull","Larus smithsonianus",NA,NA,NA,4,"Mid-Atlantic Bight",NA
"399","herring gull","Larus smithsonianus",NA,NA,NA,10,"New York",NA
"400","herring gull","Larus smithsonianus",NA,NA,NA,1,"Offshore",NA
"401","horned grebe","Podiceps auritus",NA,NA,0,3,"Gulf of Maine",NA
"402","horned grebe","Podiceps auritus",NA,NA,0,2,"Georges Bank",NA
"403","horned grebe","Podiceps auritus","MA","S5N",0,7,"Massachusetts-Gulf of Maine",NA
"404","horned grebe","Podiceps auritus","MA","S5N",0,8,"Massachusetts-Virginian",NA
"405","horned grebe","Podiceps auritus","RI","N5B,N5N",0,11,"Rhode Island",NA
"406","horned grebe","Podiceps auritus",NA,NA,0,4,"Mid-Atlantic Bight",NA
"407","horned grebe","Podiceps auritus","NY","N5B,N5N",0,10,"New York",NA
"408","horned grebe","Podiceps auritus",NA,NA,0,1,"Offshore",NA
"409","horseshoe crab","Limulus polyphemus",NA,NA,0,3,"Gulf of Maine",NA
"410","horseshoe crab","Limulus polyphemus",NA,NA,0,7,"Massachusetts-Gulf of Maine",NA
"411","horseshoe crab","Limulus polyphemus",NA,NA,0,10,"New York",NA
"412","horseshoe crab","Limulus polyphemus",NA,NA,0,4,"Mid-Atlantic Bight",NA
"413","humpback whale","Megaptera novaeangliae",NA,NA,0.4,3,"Gulf of Maine",NA
"414","humpback whale","Megaptera novaeangliae","MA","S2",0.6,7,"Massachusetts-Gulf of Maine",NA
"415","humpback whale","Megaptera novaeangliae","MA","S2",0.6,8,"Massachusetts-Virginian",NA
"416","humpback whale","Megaptera novaeangliae","RI","N3",0.4,11,"Rhode Island",NA
"417","humpback whale","Megaptera novaeangliae",NA,NA,0.4,4,"Mid-Atlantic Bight",NA
"418","jonah crab","Cancer borealis",NA,NA,NA,3,"Gulf of Maine",NA
"419","jonah crab","Cancer borealis",NA,NA,NA,6,"Maine",NA
"420","jonah crab","Cancer borealis",NA,NA,NA,9,"New Hampshire",NA
"421","jonah crab","Cancer borealis",NA,NA,NA,2,"Georges Bank",NA
"422","jonah crab","Cancer borealis",NA,NA,NA,7,"Massachusetts-Gulf of Maine",NA
"423","jonah crab","Cancer borealis",NA,NA,NA,1,"Offshore",NA
"424","jonah crab","Cancer borealis","RI","NNR",NA,11,"Rhode Island",NA
"425","jonah crab","Cancer borealis",NA,NA,NA,8,"Massachusetts-Virginian",NA
"426","jonah crab","Cancer borealis",NA,NA,NA,4,"Mid-Atlantic Bight",NA
"427","jonah crab","Cancer borealis",NA,NA,NA,10,"New York",NA
"428","laughing gull","Leucophaeus atricilla",NA,NA,0,3,"Gulf of Maine",NA
"429","laughing gull","Leucophaeus atricilla","MA","S2B",0.6,7,"Massachusetts-Gulf of Maine",NA
"430","laughing gull","Leucophaeus atricilla","MA","S2B",0.6,8,"Massachusetts-Virginian",NA
"431","laughing gull","Leucophaeus atricilla","RI","N5B,N5N",0,11,"Rhode Island",NA
"432","laughing gull","Leucophaeus atricilla",NA,NA,0,4,"Mid-Atlantic Bight",NA
"433","laughing gull","Leucophaeus atricilla",NA,NA,0,2,"Georges Bank",NA
"434","laughing gull","Leucophaeus atricilla","NY","S1",0.8,10,"New York",NA
"435","laughing gull","Leucophaeus atricilla",NA,NA,0,1,"Offshore",NA
"436","leachs storm petrel","Oceanodroma leucorhoa",NA,NA,0,3,"Gulf of Maine",NA
"437","leachs storm petrel","Oceanodroma leucorhoa",NA,NA,0,2,"Georges Bank",NA
"438","leachs storm petrel","Oceanodroma leucorhoa","MA","S1B,S4N",0.8,7,"Massachusetts-Gulf of Maine",NA
"439","leachs storm petrel","Oceanodroma leucorhoa","MA","S1B,S4N",0.8,8,"Massachusetts-Virginian",NA
"440","leachs storm petrel","Oceanodroma leucorhoa",NA,NA,0,4,"Mid-Atlantic Bight",NA
"441","leachs storm petrel","Oceanodroma leucorhoa",NA,NA,0,1,"Offshore",NA
"442","least tern","Sternula antillarum",NA,NA,0.2,3,"Gulf of Maine",NA
"443","least tern","Sternula antillarum","MA","S2B",0.6,7,"Massachusetts-Gulf of Maine",NA
"444","least tern","Sternula antillarum","MA","S2B",0.6,8,"Massachusetts-Virginian",NA
"445","least tern","Sternula antillarum","RI","S2B,S2N",0.6,11,"Rhode Island",NA
"446","least tern","Sternula antillarum",NA,NA,0.2,4,"Mid-Atlantic Bight",NA
"447","least tern","Sternula antillarum","NY","S3B",0.4,10,"New York",NA
"448","least tern","Sternula antillarum",NA,NA,0.2,1,"Offshore",NA
"449","little skate","Leucoraja erinacea",NA,NA,0.2,6,"Maine",NA
"450","little skate","Leucoraja erinacea",NA,NA,0.2,3,"Gulf of Maine",NA
"451","little skate","Leucoraja erinacea",NA,NA,0.2,9,"New Hampshire",NA
"452","little skate","Leucoraja erinacea",NA,NA,0.2,2,"Georges Bank",NA
"453","little skate","Leucoraja erinacea",NA,NA,0.2,7,"Massachusetts-Gulf of Maine",NA
"454","little skate","Leucoraja erinacea",NA,NA,0.2,1,"Offshore",NA
"455","little skate","Leucoraja erinacea","RI","NNR",0.2,11,"Rhode Island",NA
"456","little skate","Leucoraja erinacea",NA,NA,0.2,8,"Massachusetts-Virginian",NA
"457","little skate","Leucoraja erinacea",NA,NA,0.2,4,"Mid-Atlantic Bight",NA
"458","little skate","Leucoraja erinacea",NA,NA,0.2,10,"New York",NA
"459","long finned pilot whale","Globicephala melas",NA,NA,0.2,3,"Gulf of Maine",NA
"460","long finned pilot whale","Globicephala melas",NA,NA,0.2,2,"Georges Bank",NA
"461","long finned pilot whale","Globicephala melas","MA","S4",0.2,7,"Massachusetts-Gulf of Maine",NA
"462","long finned pilot whale","Globicephala melas","MA","S4",0.2,8,"Massachusetts-Virginian",NA
"463","long finned pilot whale","Globicephala melas","RI","N4",0.2,11,"Rhode Island",NA
"464","long finned pilot whale","Globicephala melas",NA,NA,0.2,4,"Mid-Atlantic Bight",NA
"465","long tailed duck","Clangula hyemalis",NA,NA,0,3,"Gulf of Maine",NA
"466","long tailed duck","Clangula hyemalis",NA,NA,0,2,"Georges Bank",NA
"467","long tailed duck","Clangula hyemalis","MA","S5N",0,7,"Massachusetts-Gulf of Maine",NA
"468","long tailed duck","Clangula hyemalis","MA","S5N",0,8,"Massachusetts-Virginian",NA
"469","long tailed duck","Clangula hyemalis","RI","N5B,N5N",0,11,"Rhode Island",NA
"470","long tailed duck","Clangula hyemalis",NA,NA,0,4,"Mid-Atlantic Bight",NA
"471","long tailed duck","Clangula hyemalis","NY","N5B,N5N",0,10,"New York",NA
"472","long tailed duck","Clangula hyemalis",NA,NA,0,1,"Offshore",NA
"473","longfin squid","Doryteuthis pealeii",NA,NA,NA,3,"Gulf of Maine",NA
"474","longfin squid","Doryteuthis pealeii",NA,NA,NA,6,"Maine",NA
"475","longfin squid","Doryteuthis pealeii",NA,NA,NA,9,"New Hampshire",NA
"476","longfin squid","Doryteuthis pealeii",NA,NA,NA,2,"Georges Bank",NA
"477","longfin squid","Doryteuthis pealeii",NA,NA,NA,7,"Massachusetts-Gulf of Maine",NA
"478","longfin squid","Doryteuthis pealeii",NA,NA,NA,1,"Offshore",NA
"479","longfin squid","Doryteuthis pealeii",NA,NA,NA,11,"Rhode Island",NA
"480","longfin squid","Doryteuthis pealeii",NA,NA,NA,8,"Massachusetts-Virginian",NA
"481","longfin squid","Doryteuthis pealeii",NA,NA,NA,4,"Mid-Atlantic Bight",NA
"482","longfin squid","Doryteuthis pealeii",NA,NA,NA,10,"New York",NA
"483","longhorn sculpin","Myoxocephalus octodecemspinosus",NA,NA,0,3,"Gulf of Maine",NA
"484","longhorn sculpin","Myoxocephalus octodecemspinosus",NA,NA,0,6,"Maine",NA
"485","longhorn sculpin","Myoxocephalus octodecemspinosus",NA,NA,0,9,"New Hampshire",NA
"486","longhorn sculpin","Myoxocephalus octodecemspinosus",NA,NA,0,2,"Georges Bank",NA
"487","longhorn sculpin","Myoxocephalus octodecemspinosus",NA,NA,0,7,"Massachusetts-Gulf of Maine",NA
"488","longhorn sculpin","Myoxocephalus octodecemspinosus",NA,NA,0,1,"Offshore",NA
"489","longhorn sculpin","Myoxocephalus octodecemspinosus","RI","N5",0,11,"Rhode Island",NA
"490","longhorn sculpin","Myoxocephalus octodecemspinosus",NA,NA,0,8,"Massachusetts-Virginian",NA
"491","longhorn sculpin","Myoxocephalus octodecemspinosus",NA,NA,0,4,"Mid-Atlantic Bight",NA
"492","longhorn sculpin","Myoxocephalus octodecemspinosus","NY","N5",0,10,"New York",NA
"493","manx shearwater","Puffinus puffinus",NA,NA,0.8,3,"Gulf of Maine",NA
"494","manx shearwater","Puffinus puffinus",NA,NA,0.8,2,"Georges Bank",NA
"495","manx shearwater","Puffinus puffinus","MA","SXB,S3S4N",1,7,"Massachusetts-Gulf of Maine",NA
"496","manx shearwater","Puffinus puffinus","MA","SXB,S3S4N",1,8,"Massachusetts-Virginian",NA
"497","manx shearwater","Puffinus puffinus","RI","N1B",0.8,11,"Rhode Island",NA
"498","manx shearwater","Puffinus puffinus",NA,NA,0.8,4,"Mid-Atlantic Bight",NA
"499","manx shearwater","Puffinus puffinus",NA,NA,0.8,1,"Offshore",NA
"500","minke whale","Balaenoptera acutorostrata",NA,NA,0.6,3,"Gulf of Maine",NA
"501","minke whale","Balaenoptera acutorostrata","MA","S3",0.4,7,"Massachusetts-Gulf of Maine",NA
"502","minke whale","Balaenoptera acutorostrata","MA","S3",0.4,8,"Massachusetts-Virginian",NA
"503","minke whale","Balaenoptera acutorostrata","RI","N2",0.6,11,"Rhode Island",NA
"504","minke whale","Balaenoptera acutorostrata",NA,NA,0.6,4,"Mid-Atlantic Bight",NA
"505","minke whale","Balaenoptera acutorostrata",NA,NA,0.6,1,"Offshore",NA
"506","north atlantic right whale","Eubalaena glacialis",NA,NA,0.8,3,"Gulf of Maine",NA
"507","north atlantic right whale","Eubalaena glacialis","MA","S1",0.8,7,"Massachusetts-Gulf of Maine",NA
"508","north atlantic right whale","Eubalaena glacialis","MA","S1",0.8,8,"Massachusetts-Virginian",NA
"509","north atlantic right whale","Eubalaena glacialis","RI","N1",0.8,11,"Rhode Island",NA
"510","north atlantic right whale","Eubalaena glacialis",NA,NA,0.8,4,"Mid-Atlantic Bight",NA
"511","northern fulmar","Fulmarus glacialis",NA,NA,0,3,"Gulf of Maine",NA
"512","northern fulmar","Fulmarus glacialis",NA,NA,0,2,"Georges Bank",NA
"513","northern fulmar","Fulmarus glacialis","MA","S4N",0.2,7,"Massachusetts-Gulf of Maine",NA
"514","northern fulmar","Fulmarus glacialis","MA","S4N",0.2,8,"Massachusetts-Virginian",NA
"515","northern fulmar","Fulmarus glacialis","RI","N4N,N5B",0,11,"Rhode Island",NA
"516","northern fulmar","Fulmarus glacialis",NA,NA,0,4,"Mid-Atlantic Bight",NA
"517","northern fulmar","Fulmarus glacialis",NA,NA,0,1,"Offshore",NA
"518","northern gannet","Morus bassanus",NA,NA,0,3,"Gulf of Maine",NA
"519","northern gannet","Morus bassanus",NA,NA,0,2,"Georges Bank",NA
"520","northern gannet","Morus bassanus","MA","S5N",0,7,"Massachusetts-Gulf of Maine",NA
"521","northern gannet","Morus bassanus","MA","S5N",0,8,"Massachusetts-Virginian",NA
"522","northern gannet","Morus bassanus","RI","NNA",0,11,"Rhode Island",NA
"523","northern gannet","Morus bassanus",NA,NA,0,4,"Mid-Atlantic Bight",NA
"524","northern gannet","Morus bassanus","NY","NNA",0,10,"New York",NA
"525","northern gannet","Morus bassanus",NA,NA,0,1,"Offshore",NA
"526","northern kingfish","Menticirrhus saxatilis",NA,NA,NA,7,"Massachusetts-Gulf of Maine",NA
"527","northern kingfish","Menticirrhus saxatilis","RI","NNR",NA,11,"Rhode Island",NA
"528","northern kingfish","Menticirrhus saxatilis",NA,NA,NA,8,"Massachusetts-Virginian",NA
"529","northern kingfish","Menticirrhus saxatilis",NA,NA,NA,4,"Mid-Atlantic Bight",NA
"530","northern kingfish","Menticirrhus saxatilis",NA,NA,NA,2,"Georges Bank",NA
"531","northern kingfish","Menticirrhus saxatilis",NA,NA,NA,10,"New York",NA
"532","northern kingfish","Menticirrhus saxatilis",NA,NA,NA,1,"Offshore",NA
"533","northern pipefish","Syngnathus fuscus",NA,NA,NA,3,"Gulf of Maine",NA
"534","northern pipefish","Syngnathus fuscus",NA,NA,NA,2,"Georges Bank",NA
"535","northern pipefish","Syngnathus fuscus","MA","S5",0,7,"Massachusetts-Gulf of Maine",NA
"536","northern pipefish","Syngnathus fuscus","RI","NNR",NA,11,"Rhode Island",NA
"537","northern pipefish","Syngnathus fuscus","MA","S5",0,8,"Massachusetts-Virginian",NA
"538","northern pipefish","Syngnathus fuscus",NA,NA,NA,4,"Mid-Atlantic Bight",NA
"539","northern pipefish","Syngnathus fuscus","NY","S3",0.4,10,"New York",NA
"540","northern puffer","Sphoeroides maculatus","RI","N5",0,11,"Rhode Island",NA
"541","northern puffer","Sphoeroides maculatus",NA,NA,0,8,"Massachusetts-Virginian",NA
"542","northern puffer","Sphoeroides maculatus",NA,NA,0,4,"Mid-Atlantic Bight",NA
"543","northern puffer","Sphoeroides maculatus","NY","N5",0,10,"New York",NA
"544","northern sand lance","Ammodytes dubius",NA,NA,NA,3,"Gulf of Maine",NA
"545","northern sand lance","Ammodytes dubius",NA,NA,NA,6,"Maine",NA
"546","northern sand lance","Ammodytes dubius",NA,NA,NA,9,"New Hampshire",NA
"547","northern sand lance","Ammodytes dubius",NA,NA,NA,2,"Georges Bank",NA
"548","northern sand lance","Ammodytes dubius",NA,NA,NA,7,"Massachusetts-Gulf of Maine",NA
"549","northern sand lance","Ammodytes dubius",NA,NA,NA,8,"Massachusetts-Virginian",NA
"550","northern sand lance","Ammodytes dubius",NA,NA,NA,4,"Mid-Atlantic Bight",NA
"551","northern sand lance","Ammodytes dubius","RI","NNR",NA,11,"Rhode Island",NA
"552","northern sand lance","Ammodytes dubius",NA,NA,NA,10,"New York",NA
"553","northern searobin","Prionotus carolinus",NA,NA,0,6,"Maine",NA
"554","northern searobin","Prionotus carolinus",NA,NA,0,3,"Gulf of Maine",NA
"555","northern searobin","Prionotus carolinus",NA,NA,0,9,"New Hampshire",NA
"556","northern searobin","Prionotus carolinus",NA,NA,0,2,"Georges Bank",NA
"557","northern searobin","Prionotus carolinus",NA,NA,0,7,"Massachusetts-Gulf of Maine",NA
"558","northern searobin","Prionotus carolinus",NA,NA,0,1,"Offshore",NA
"559","northern searobin","Prionotus carolinus","RI","N5",0,11,"Rhode Island",NA
"560","northern searobin","Prionotus carolinus",NA,NA,0,8,"Massachusetts-Virginian",NA
"561","northern searobin","Prionotus carolinus",NA,NA,0,4,"Mid-Atlantic Bight",NA
"562","northern searobin","Prionotus carolinus","NY","N5",0,10,"New York",NA
"563","northern shortfin squid","Illex illecebrosus",NA,NA,NA,3,"Gulf of Maine",NA
"564","northern shortfin squid","Illex illecebrosus",NA,NA,NA,6,"Maine",NA
"565","northern shortfin squid","Illex illecebrosus",NA,NA,NA,9,"New Hampshire",NA
"566","northern shortfin squid","Illex illecebrosus",NA,NA,NA,2,"Georges Bank",NA
"567","northern shortfin squid","Illex illecebrosus",NA,NA,NA,7,"Massachusetts-Gulf of Maine",NA
"568","northern shortfin squid","Illex illecebrosus",NA,NA,NA,1,"Offshore",NA
"569","northern shortfin squid","Illex illecebrosus",NA,NA,NA,4,"Mid-Atlantic Bight",NA
"570","northern shrimp","Pandalus borealis",NA,NA,NA,3,"Gulf of Maine",NA
